,sentence1,sentence2,label
5346,干性皮肤用什么面膜好？,我是干性皮肤用什么面膜好呢,1
5347,手机屏幕出现彩色条纹,手机屏幕里出现彩色条纹！,1
5348,求这张图片的高清图,谁有这张高清图片，,1
5349,这个图标是什么意思？,这个图标什么意思,1
5350,婴儿床有必要买吗,婴儿睡袋有必要买吗,0
5351,成人大专业余读计算机信息管理好还是会计好？,计算机信息管理好还是电子信息工程好？,0
5352,阿卡丽皮肤哪个好看,阿卡丽的皮肤哪个好看？,1
5353,求一部恐怖片香港的。,求一部香港的恐怖片,1
5354,加热会凝固的东西是什么？,什么东西加热会凝固?,1
5355,汕头哪里有好吃的,汕头那里的馃条最好吃,0
5356,有山西太原的吗,有心愿的伴奏吗？中国新声代的,0
5357,求种子，搜索神器…,求种子搜索神器！,1
5358,谁能告诉我这是什么品种的狗狗？,谁能告诉我这是什么品种的狗狗啊,1
5359,记金华的双龙洞作者,《记金华的双龙洞》作者是(),1
5360,拉皮条什么意思,拉皮条是什么意思,1
5361,张家界在哪里？,张家界是哪里,1
5362,我天天酷跑怎么找不到网页,为什么我玩天天酷跑找不到网页？,1
5363,张翰和郑爽真的分手了吗？,张翰郑爽真的分手了吗？,1
5364,这是什么动物阿,这是什么动物啊？,1
5365,最大的本事是什么(填成语),本事最大的人打一成语,1
5366,小米盒子好不好,小米盒子老电视能用吗,0
5367,这件衣服里面穿什么搭配,这两件衣服里面应该配什么穿.,0
5368,谁看过一部电影？,有谁知道一部电视剧的名字,0
5369,鸡蛋冻了能吃吗？,生鸡蛋可以吃吗？,0
5370,单眼皮的女生适合什么发型,单眼皮女生适合什么发型,1
5371,推荐几个比较适合学生去的旅游地点。,请大家推荐经济适用的国内旅游地。,0
5372,拍腿能瘦吗？,腿瘦要怎么胖起来,0
5373,月亮是自身发光吗？,月亮会发光么？,0
5374,卒、舵、雌的部首？,衣字旁加个至怎么读,0
5375,平安陆金所怎么样？,平安陆金所稳盈安e贷产品怎么样,0
5376,您是操作什么的时候提示的？,辛苦您看一下进度显示是预计什么时间完成的？,0
5377,为什么今年夏天会这么热呢,今年夏天为什么还不热啊,0
5378,人民币汇率升值我国房地产价格的影响,人民币升值对我国房地产价格的影响,1
5379,怎么买到打折的飞机票,飞机票怎么都不打折啊最近。,0
5380,求哔哩哔哩弹幕网的邀请码啊啊啊,跪求哔哩哔哩弹幕网邀请码,1
5381,去哪里买溜溜球,小花仙的翅膀哪里买怎么买,0
5382,洗衣液哪种好,洗衣液哪种好啊,1
5383,电话卡能在外地补办么？,能在本地补办外地的电话卡吗,1
5384,什么意思。日语。,日语‘比呀嘞’什么意思,1
5385,谁知到这样一个魔兽地图,一个魔兽地图,1
5386,怎么分东南西北,东南西北怎么折？,0
5387,这是不是塌鼻子,她像哪位明星,0
5388,郑多燕代餐粉效果怎么样？,郑多燕代餐粉效果怎么样,1
5389,什么地回答(填成语),成语什么而什么压，请回答,0
5390,有没有好看的穿越小说，推荐几本啊,有些什么好看的穿越小说~推荐几本吧,1
5391,求艺术签名：袁慧文，谢谢。,求免费艺术签名【冯玲】,0
5392,世界十大禁播的电影在哪里可以找到。求解？,请问广州在哪可以找到世界禁播10大电影的DVD?,0
5393,怎么做春梦？,怎么才会做春梦,1
5394,火影忍者视频现在更新到哪了,火影忍者粉、更新到哪了,1
5395,手机话费能网上买东西吗？,手机话费能在网上买东西吗？,1
5396,怎样能使女人下面喷水,怎么让女人下面喷水,1
5397,成语词典大全《》声《》答,成语词典大全〈〉蛀〈〉咬,0
5398,丝袜的图片、给你分,这张图片的字大家相信不,0
5399,有赚钱网站吗？,有什么好的赚钱网站啥的吗,1
5400,她想什么，我不明白？,酸的和甜的让我明白了什么,0
5401,关于建行贷款问题,建行贷款的问题,1
5402,我的世界手机版吃蛋糕,我的世界手机版蛋糕怎么做,0
5403,找一本都市异能小说！,求一本都市异能系小说,1
5404,大自然还有什么秘密,大自然的秘密指什么,0
5405,柳州到广州有高铁吗？,汕头到广州有高铁吗？,0
5406,手脚痒是怎么回事,大便不尽是怎么回事,0
5407,泡面配什么最好吃？,什么泡面好吃,0
5408,三元奶粉大家怎么看,三元奶粉怎么都撤了,0
5409,好看的灾难片都有什么,有什么好看的灾难片,1
5410,武汉的高铁站在哪里？,武汉的高铁站在哪里,1
5411,长沙有些什么好玩好吃的地方？,长沙有什么好吃好玩的地方。,1
5412,怎样注销百度理财,百度理财要怎样注销？,1
5413,如何练英语口语？,如何学英语口语,1
5414,京东商品选择自提是不是免运费,京东自营的货物是不是免运费,0
5415,一部电视的名字叫什么,一部电视剧的名字是什么,1
5416,怎样缓解疲劳,如何缓解视疲劳,1
5417,刚怀孕能做爱吗？,怀孕了可以做爱吗,1
5418,这个反应生成什么？,这个反应生成什么，为什么,0
5419,迅雷可以下载电驴资源吗？,电驴的资源可以用迅雷下载吗？,1
5420,红烧肉的家常做法是什么？,红烧肉的家常做法里面加什么青菜好,0
5421,百度一下你就知道,百度一下你不知道,0
5422,在火车上怎么补卧铺,怎么在火车上逃票啊,0
5423,怎么做母亲节贺卡？,母亲节贺卡怎么做,1
5424,李可染擅长画什么,李苦禅擅长画什么,0
5425,求一些都市风流的小说,穿越到洪荒成妖的小说有哪些,0
5426,火影忍者佐助和小樱,火影忍者佐助裸,0
5427,坐月子吃什么青菜好呢,坐月子吃什么青菜好！,1
5428,广州和谐医院如何,广州和谐医院怎么样,1
5429,天天酷跑谁会刷积分和钻石有偿的。,谁帮我刷天天酷跑的钻石和积分！,0
5430,推倒萝莉小说,推倒萝莉的小说,1
5431,一面、一面，造句,用一面一面造句,1
5432,我的世界手机版‘末地传送门’怎么用？,我的世界手机版末地传送门怎么用,1
5433,哪里有无损音乐下载？,哪里有无损音乐下载,1
5434,现在什么工作好找？,现在什么工作好找,1
5435,关于穿越时空的电影,穿越时空的电影,1
5436,现在有什么好看的电视连续剧啊,现在什么电视连续剧最好看啊？,1
5437,求这张高清图,这张高清图,1
5438,时空猎人什么软件可以刷宝石啊。,时空猎人有那个网站可以领宝石,0
5439,这样也是需要将您的账户登录名同时更改的，可以吗？,那我同时帮您修改这个邮箱登录名您看可以吗？,0
5440,怎么查其它人的通话记录,怎么才能查别人的通话记录,1
5441,海军大连舰艇学院好吗？,大连舰艇学院招女生吗？,0
5442,苹果手机流量怎么查？,苹果手机查流量怎么查,1
5443,如何入侵别人的电脑？,怎样入侵别人的电脑系统控制别人的电脑,1
5444,口袋妖怪黑白哪个版本好玩,口袋妖怪哪个版本好玩,0
5445,怎么让刘海快速的长长呢？,如何让前刘海快速长长？,1
5446,如何在百度上免费发布信息,怎样能在百度上免费发布信息,1
5447,铠甲勇士刑天里欢迎姓什么？,有一种寒冷叫忘穿秋裤？,0
5448,点周重新上传的页面提示是什么呢,那您重新上传页面显示什么呢？,1
5449,武媚娘传奇第几集武媚娘和李世民共洗鸳鸯浴,武媚娘传奇李世民杀兄是第几集,0
5450,今天星期几,今天腊月初几？,0
5451,神奇宝贝！智遥图片！,神奇宝贝图片,1
5452,不知道，你知道吗？,有没有看了就会笑死的图片？,0
5453,可以在家做的兼职,可在家做的兼职？,1
5454,中国十大房地产企业的名称,中国房地产20强企业,0
5455,猴子为什么不喜欢平行线？,猴子为什么不喜欢平行线,1
5456,我在网上买理财产品安全吗？,你们说网上买理财产品安全吗？,1
5457,粉刺如何去除？,怎样去除粉刺？,1
5458,冬天哪里最好玩？,冬天去哪里最好玩,1
5459,微不足道的意思是什么？,微不足道是什么意思…,1
5460,眼科医生在线咨询,在线咨询眼科医生,1
5461,怎么才能让自己脸上不长痘痘啊,感冒了怎么样才能使鼻子通气呢？,0
5462,女士香烟的种类及价格,红双喜香烟的种类以及价格？,0
5463,梦见他人出车祸,梦见自己出车祸但没死,0
5464,梦见发大水是什么意思,梦见发大水了，是什么意思？,1
5465,今天建设银行上班吗,今天建设银行有上班吗？,1
5466,您是在绑定快捷支付的时候遇到了问题吗,是需要您操作撤销已经签约快捷的银行卡的,0
5467,什么酒价格最贵?,什么酒的价格最贵?,1
5468,告诉我关于异界女神的小说,求很黄很暴力的动漫,0
5469,关于描写春天的诗。,描写春天的好句好段,0
5470,真的不好意思了呢,真的不好意思呢,1
5471,现在生二胎有罚款吗？,现在超生二胎还要罚款吗？,1
5472,(非淡泊无以明志)下一句是什么,非淡泊无以明志的下一句是什么？,1
5473,有没有什么好看的武打电影。,有什么好看的武打电影推荐,1
5474,为什么在网上查不到汽车违章信息,为什么在水城交警网上查不到车辆违章信息了,0
5475,什么东西天气越热，它爬得越高？,什么东西越热爬的越高,1
5476,北京哪里吃海鲜好一些？,在北京，吃海鲜去哪里？,1
5477,这是什么蔬菜,这是什么蔬菜呀？,1
5478,我们学校什么时候放假啊,学校什么时候开始放假？,1
5479,怎样让腿变长？,怎样让腿变长,1
5480,没心没肺才能活着不累,没心没肺，活着不累,1
5481,睾丸疼痛挂什么科,睾丸疼痛吃什么药,0
5482,图片上是什么字体?,这个图片是什么字体,1
5483,初二上册物理化学难不难学！,初二上册的物理难么？,0
5484,你若安好便是晴天是什么意思？,他对我说你若安好，便是晴天！什么意思？,1
5485,有没有很那个的电影,有没有啦啦吻戏多的电影,0
5486,有甘和风的成语,甘和风的成语,1
5487,时空猎人咋充值啊？,时空猎人什么版能免费充值,0
5488,千里莺啼柳映红是什么成语？,千里通电话是什么成语?,0
5489,英雄联盟哪个英雄初始攻击最高？,英雄联盟哪个英雄物理攻击最高？,0
5490,恩施今年房地产经纪人好做吗？一手或二手,在广州做房地产经纪人好吗？,0
5491,请问这张图片是什么动漫？,请问这张图片是什么动漫的,1
5492,找一些这个女孩的图片,谁有这个女孩的图片？,1
5493,您好，如果您核实您的银行卡有实际进行扣款,您好，请您提供银行名称，卡号后四位，储蓄卡还是信用卡，方便小二帮您查询。,0
5494,最便宜的东西是什么？,最便宜的东西是什么,1
5495,支付宝钱包余额宝怎么找,怎么查支付宝钱包余额,1
5496,刚怀孕会腰疼吗,狗狗可以抱着坐着坐公交车吗,0
5497,世界最毒的蛇叫什么？,世界上什么血最毒,0
5498,计算机科学与技术和软件工程是不是一个专业？,计算机科学与技术和网络工程软件工程哪个好,0
5499,甲骨文是什么意思,这些甲骨文是什么意思,1
5500,请问一部科幻电影的名字·,一部科幻电影的名字？,1
5501,一个反犬旁一个是是什么,一个反犬旁+一个畏是什么字,0
5502,女士吸的烟都有什么牌子？,请问比较普遍的女士香烟有些什么牌子？,1
5503,该如何跟你不想失去的人说再见？,该如何跟不想失去的人说再见？,1
5504,一个子一个川是什么字,一个金一个欠是什么字,0
5505,云南话啥里母是什么意思呀,云南话啊宝是什么意思,0
5506,免手续费的银行卡,银行卡刷的要手续费不,0
5507,怎么找回小米账号密码,小米账号密码怎么找回,1
5508,明白的意思是什么,明白不什么意思,0
5509,写景的作文要怎样写？,如何写好写景作文,1
5510,求一些动漫的迅雷种子,求动漫迅雷种子，,1
5511,乌龟请客，打一成语,指打扰了别人的美梦？打一成语,0
5512,厚颜无耻的意思是什么,厚颜无耻是什么意思,1
5513,请问这是什么植物，谢谢！,请问这是什么植物，谢谢,1
5514,现在当女兵需要什么条件？,现在的人们最需要什么？,0
5515,有什么好玩的飞机游戏,什么飞机游戏好玩！,1
5516,烧心吃什么药,胃烧心吃什么药,0
5517,脾在哪个位置图,人的肝在哪个位置图,0
5518,跳长绳怎么跳才能坚持的时间长？,小学生跳长绳人的位置该怎么安排,0
5519,流光溢彩的溢是什么意思,盼望的意思是什么,0
5520,梦幻西游咋下载,梦幻西游下载地址,0
5521,QQ帐号我被恶意举报了,QQ空间老是被人恶意举报怎么办,0
5522,梦幻西游这个天兵怎么样？,梦幻西游…这个天兵怎样,1
5523,边锋三国杀脚本,三国杀英雄传换装脚本,0
5524,周而复始什么意思？,周而复始是什么意思啊？学霸们？,1
5525,科比和韦德谁厉害,科比和詹姆斯谁厉害,0
5526,奥拉星怎么手机下载,奥拉星手机怎样下载,1
5527,净水器什么的好,什么净水器好,1
5528,什么的气味,什么地()气味,1
5529,山楂泥怎么做？,裹霜山楂怎么做,0
5530,经常胃胀气打嗝,胃胀气一直打嗝,1
5531,大年初一的动物指什么生肖,大年初一的动物，是什么生肖？,1
5532,青岛城阳世纪公园有什么好玩的,现在城阳世纪公园附近的房子每平米价位是多少啊？,0
5533,什么东西天气越热它爬得越高,什么东西天气越热它爬的越高,1
5534,求带浩和盈。的情侣网名。简短，好听的,求好听的女生简短网名，要原创的,0
5535,作业怎么做,怎么写作业快,0
5536,那好吧软件怎么下载啊？,那好吧软件怎么下载,1
5537,生日礼物送什么好给长辈,给长辈送生日礼物，送什么好？,1
5538,我的世界材质,我的世界中的材质包怎么大,0
